17  -0.130435   -0.130435    0.000000
16  -0.086957   -0.130435    0.017391
18  -0.086957   -0.130435    0.017391
15   0.000000   -0.065217    0.000000
50   0.130435   -0.130435    0.000000
49   0.086957   -0.130435    0.017391
51   0.086957   -0.130435    0.017391
48   0.000000   -0.065217    0.000000
21   0.000000   -0.034783    0.000000
54   0.000000   -0.034783    0.000000
67   0.000000   -0.026087    0.000000
69   0.000000   -0.026087    0.000000
71   0.000000   -0.026087    0.000000
73   0.000000   -0.026087    0.000000
