31   0.000000   -0.140000   -0.010000
64   0.000000   -0.140000   -0.010000
88   0.000000   -0.100000   -0.008000
89   0.000000   -0.100000   -0.008000
79   0.000000   -0.030000   -0.020000
80   0.000000   -0.030000   -0.020000
81   0.000000   -0.030000   -0.020000
82   0.000000   -0.030000   -0.020000
83   0.000000   -0.030000   -0.020000
84   0.000000   -0.030000   -0.020000
85   0.000000   -0.040000   -0.020000
86   0.000000   -0.040000   -0.020000
90   0.000000   -0.040000   -0.000000
91   0.000000   -0.040000   -0.000000
